Date,Open,High,Low,Close,Adj Close,Volume,OpenInt,Stock
2020-02-12,49.959999,51.73,49.950001,51.169998,51.169998,725733,0,CRUD
2020-02-13,51.720001,51.959999,50.599998,51.419998,51.419998,795256,0,CRUD
2020-02-14,51.509998,52.34,51.32,52.049999,52.049999,745400,0,CRUD
2020-02-18,52.23,52.41,50.880001,52.049999,52.049999,607343,0,CRUD
2020-02-19,52.119999,53.66,51.93,53.290001,53.290001,221774,0,CRUD
2020-02-20,53.5,54.5,53.220001,53.779999,53.779999,113683,0,CRUD
2020-02-21,53.740002,53.860001,52.549999,53.380001,53.380001,676179,0,CRUD
2020-02-24,52.599998,52.639999,50.450001,51.43,51.43,707555,0,CRUD
2020-02-25,51.369999,52.02,49.689999,49.900002,49.900002,765515,0,CRUD
2020-02-26,50.080002,50.439999,48.299999,48.73,48.73,764989,0,CRUD
2020-02-27,47.939999,48.380001,45.880001,46.799999,46.799999,446151617,0,CRUD
2020-02-28,46.490002,47.029999,43.849998,47.09,47.09,1059301,0,CRUD
2020-03-01,43.720001,44.700001,43.41,44.450001,44.450001,881869,0,CRUD
2020-03-02,43.700001,47.560001,43.32,44.759998,44.759998,918575,0,CRUD
2020-03-03,47.720001,48.66,46.470001,46.75,46.75,985670,0,CRUD
2020-03-04,46.939999,48.41,46.650002,47.18,47.18,724225,0,CRUD
2020-03-05,47.130001,47.57,45.650002,46.779999,46.779999,683404,0,CRUD
2020-03-06,46.09,46.380001,41.049999,45.900002,45.900002,1204734,0,CRUD
2020-03-08,32.869999,33.59,30,32.5,32.5,9423555,0,CRUD
2020-03-09,32.869999,34.880001,27.34,41.279999,41.279999,1693652,0,CRUD
2020-03-10,30.370001,35.02,30.200001,31.129999,31.129999,997569,0,CRUD
2020-03-11,34.619999,36.349998,32.560001,34.360001,34.360001,824665,0,CRUD
2020-03-12,33.07,33.630001,30.02,32.98,32.98,963502,0,CRUD
2020-03-13,31.18,33.869999,31.129999,32.93,32.93,338062052,0,CRUD
2020-03-15,33.75,33.75,29.75,30.389999,30.389999,3617072,0,CRUD
2020-03-16,33.75,33.75,28.1,31.73,31.73,663525,0,CRUD
2020-03-17,28.690001,30.299999,26.629999,28.700001,28.700001,521494,0,CRUD
2020-03-18,27.299999,27.6,20.52,27.33,27.33,912915,0,CRUD
2020-03-19,22.82,28.280001,21.77,20.83,20.83,1079855,0,CRUD
2020-03-20,25.59,28.49,22.389999,25.91,25.91,1092222,0,CRUD
2020-03-22,22.52,23.07,20.799999,21.35,21.35,3444774,0,CRUD
2020-03-23,22.709999,24.6,21.790001,24.49,24.49,409555748,0,CRUD
2020-03-24,24.139999,25.16,23.09,24.49,24.49,300487899,0,CRUD
2020-03-25,24.83,25.07,22.91,24.190001,24.190001,290068877,0,CRUD
2020-03-26,24.17,24.219999,22.379999,23,23,269457259,0,CRUD
2020-03-27,23.08,23.139999,20.879999,21.84,21.84,249623140,0,CRUD
2020-03-29,20.93,20.93,19.92,20.35,20.35,3163583,0,CRUD
2020-03-30,20.49,20.860001,19.27,20.459999,20.459999,329616292,0,CRUD
2020-03-31,21.290001,21.889999,20.01,20.24,20.24,290761366,0,CRUD
2020-04-01,20.549999,21.549999,19.9,21.200001,21.200001,287280828,0,CRUD
2020-04-02,21.25,27.360001,21.219999,24.76,24.76,434785466,0,CRUD
2020-04-03,24.110001,29.129999,23.68,29,29,459932157,0,CRUD
2020-04-06,27.35,28.24,25.91,26.799999,26.799999,383395010,0,CRUD
2020-04-07,26.34,27.24,23.540001,26.08,26.08,686575,0,CRUD
2020-04-08,24.92,26.610001,23.74,26.33,26.33,280767852,0,CRUD
2020-04-09,25.950001,28.360001,22.57,23.190001,23.190001,390788186,0,CRUD
2020-04-12,24.6,24.74,22.030001,23.129999,23.129999,4624660,0,CRUD
2020-04-13,23.870001,24,22.299999,22.93,22.93,350836440,0,CRUD
2020-04-14,22.709999,22.799999,19.950001,20.860001,20.860001,280013006,0,CRUD
2020-01-28,1508.599976,1510,1463.599976,1471.75,1471.75,11215313,0,REL
2020-01-29,1474.050049,1494.400024,1464.050049,1479.849976,1479.849976,11313297,0,REL
2020-01-30,1479,1479.699951,1440,1443.75,1443.75,10241756,0,REL
2020-01-31,1453,1453.25,1407.199951,1411.650024,1411.650024,15886673,0,REL
2020-02-03,1369.900024,1399.949951,1363.050049,1385.5,1385.5,14040626,0,REL
2020-02-04,1400,1432.5,1397.800049,1426.400024,1426.400024,11604666,0,REL
2020-02-05,1434.900024,1452.800049,1430.300049,1448.5,1448.5,8444823,0,REL
2020-02-06,1454.099976,1467,1440.099976,1457.800049,1457.800049,7103715,0,REL
2020-02-07,1451,1452.349976,1428.300049,1433.650024,1433.650024,5581641,0,REL
2020-02-10,1428,1445.5,1410.449951,1435.599976,1435.599976,6922631,0,REL
2020-02-11,1447.400024,1466.199951,1445.050049,1452.75,1452.75,6400245,0,REL
2020-02-12,1456.150024,1474.849976,1455,1470.300049,1470.300049,6187091,0,REL
2020-02-13,1477.75,1477.75,1462.599976,1474.150024,1474.150024,6201763,0,REL
2020-02-14,1477.25,1501.449951,1453.099976,1487.599976,1487.599976,9704655,0,REL
2020-02-17,1489,1506.150024,1474.300049,1478.25,1478.25,6011340,0,REL
2020-02-18,1475.900024,1475.900024,1457.400024,1467.400024,1467.400024,5086964,0,REL
2020-02-19,1479.349976,1506.449951,1475.099976,1503.800049,1503.800049,6438918,0,REL
2020-02-20,1497,1508,1483.800049,1485.949951,1485.949951,7722577,0,REL
2020-02-24,1469.75,1477,1439.550049,1444.949951,1444.949951,9769743,0,REL
2020-02-25,1451.400024,1451.400024,1410,1416.400024,1416.400024,12684109,0,REL
2020-02-26,1410,1412.349976,1387.349976,1392,1392,13423661,0,REL
2020-02-27,1388,1393.800049,1369,1386.25,1386.25,11454300,0,REL
2020-02-28,1354.900024,1357,1325,1328.650024,1328.650024,17973847,0,REL
2020-03-02,1355.099976,1369,1301.099976,1316.150024,1316.150024,13486634,0,REL
2020-03-03,1329.699951,1353.900024,1322,1342.849976,1342.849976,12525809,0,REL
2020-03-04,1352,1353.800049,1307.900024,1339.699951,1339.699951,10105782,0,REL
2020-03-05,1352.199951,1357.949951,1306,1311.150024,1311.150024,13948324,0,REL
2020-03-06,1270,1288.150024,1241.099976,1271,1271,15422068,0,REL
2020-03-09,1240.050049,1241,1095,1114.150024,1114.150024,40316138,0,REL
2020-03-11,1108,1178.449951,1108,1153.550049,1153.550049,27237321,0,REL
2020-03-12,1085,1101,1048.699951,1063,1063,25587823,0,REL
2020-03-13,998,1140,942.400024,1105.300049,1105.300049,33509107,0,REL
2020-03-16,1060.550049,1079.699951,1005,1015.700012,1015.700012,17592794,0,REL
2020-03-17,1047.25,1060,1003.200012,1008,1008,20776373,0,REL
2020-03-18,1025.300049,1035.900024,961,968.5,968.5,20449241,0,REL
2020-03-19,920.099976,967,892.200012,917.700012,917.700012,28071848,0,REL
2020-03-20,939.5,1034.900024,930,1017.950012,1017.950012,28966278,0,REL
2020-03-23,916.200012,950,875.650024,884.049988,884.049988,18593390,0,REL
2020-03-24,930,970,895.799988,943.400024,943.400024,20908452,0,REL
2020-03-25,963.799988,1151.550049,963.25,1082.25,1082.25,33432712,0,REL
2020-03-26,1095.800049,1116.900024,1042.349976,1066.199951,1066.199951,20912841,0,REL
2020-03-27,1095,1107.300049,1046.199951,1065.599976,1065.599976,19044609,0,REL
2020-03-30,1040.599976,1074.800049,1020,1030.449951,1030.449951,13820078,0,REL
2020-03-31,1073.949951,1129.800049,1048,1113.75,1113.75,20249183,0,REL
2020-04-01,1122.25,1124.599976,1045.199951,1080.449951,1080.449951,19016959,0,REL
2020-04-03,1134.449951,1134.449951,1056.300049,1077.449951,1077.449951,18911970,0,REL
2020-04-07,1102.099976,1214,1100,1206.099976,1206.099976,24857792,0,REL
2020-04-08,1180,1229,1160,1192.150024,1192.150024,22803609,0,REL
2020-04-09,1214,1232.800049,1193,1219.949951,1219.949951,15101511,0,REL
2020-04-13,1203.949951,1215,1180,1189.150024,1189.150024,10822858,0,REL
