Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Case Fatality Ratio,Population,Density P/Km2,Land Area Km2,Median Age,Urban Population %
Pakistan,7638.0,613.0,143.0,8.0,1832.0,5663.0,46.0,35.0,0.6,92548.0,419.0,1.87,220892340.0,287.0,770880.0,23.0,35.0
Denmark,7242.0,169.0,346.0,10.0,3847.0,3049.0,76.0,1250.0,60.0,91437.0,15786.0,4.78,5792202.0,137.0,42430.0,42.0,88.0
Norway,7036.0,99.0,164.0,3.0,32.0,6840.0,63.0,1298.0,30.0,139668.0,25763.0,2.33,5421241.0,15.0,365268.0,40.0,83.0
Mexico,6875.0,578.0,546.0,60.0,2125.0,4204.0,207.0,53.0,4.0,48365.0,375.0,7.94,128932753.0,66.0,1943950.0,29.0,84.0
Czechia,6606.0,57.0,181.0,8.0,1227.0,5198.0,86.0,617.0,17.0,162533.0,15177.0,2.74,10708981.0,139.0,77240.0,43.0,74.0
Australia,6565.0,32.0,69.0,4.0,4163.0,2333.0,55.0,257.0,3.0,406510.0,15942.0,1.05,25499884.0,3.0,7682300.0,38.0,86.0
UAE,6302.0,,37.0,,1188.0,5077.0,1.0,637.0,4.0,767000.0,77550.0,0.59,9890402.0,118.0,83600.0,33.0,86.0
Indonesia,6248.0,325.0,535.0,15.0,631.0,5082.0,,23.0,2.0,39422.0,144.0,8.56,273523615.0,151.0,1811570.0,30.0,56.0
Philippines,6087.0,209.0,397.0,10.0,516.0,5174.0,1.0,56.0,4.0,56048.0,511.0,6.52,109581078.0,368.0,298170.0,26.0,47.0
Serbia,5994.0,304.0,117.0,7.0,637.0,5240.0,126.0,686.0,13.0,36028.0,4123.0,1.95,8737371.0,100.0,87460.0,42.0,56.0
Singapore,5992.0,942.0,11.0,,740.0,5241.0,23.0,1024.0,2.0,94796.0,16203.0,0.18,5850342.0,8358.0,700.0,42.0,
Malaysia,5305.0,54.0,88.0,2.0,3102.0,2115.0,49.0,164.0,3.0,100794.0,3114.0,1.66,32365999.0,99.0,328550.0,30.0,78.0
Ukraine,5106.0,444.0,133.0,8.0,275.0,4698.0,45.0,117.0,3.0,52534.0,1201.0,2.6,43733762.0,75.0,579320.0,41.0,69.0
Qatar,5008.0,345.0,8.0,1.0,510.0,4490.0,37.0,1738.0,3.0,60139.0,20874.0,0.16,2881053.0,248.0,11610.0,32.0,96.0
Belarus,4779.0,,45.0,3.0,342.0,4392.0,65.0,506.0,5.0,86813.0,9187.0,0.94,9449323.0,47.0,202910.0,40.0,79.0
Dominican Republic,4335.0,209.0,217.0,17.0,312.0,3806.0,146.0,400.0,20.0,14373.0,1325.0,5.01,10847910.0,225.0,48320.0,28.0,85.0
Panama,4210.0,194.0,116.0,7.0,122.0,3972.0,96.0,976.0,27.0,18559.0,4301.0,2.76,4314767.0,58.0,74340.0,30.0,68.0
Finland,3681.0,192.0,90.0,8.0,1700.0,1891.0,70.0,664.0,16.0,55600.0,10035.0,2.44,5540720.0,18.0,303890.0,43.0,86.0
Luxembourg,3537.0,57.0,72.0,,601.0,2864.0,32.0,5650.0,115.0,33252.0,53120.0,2.04,625978.0,242.0,2590.0,40.0,88.0
Colombia,3439.0,,153.0,,634.0,2652.0,98.0,68.0,3.0,55573.0,1092.0,4.45,50882891.0,46.0,1109500.0,31.0,80.0
South Africa,3034.0,251.0,52.0,2.0,903.0,2079.0,36.0,51.0,0.9,108021.0,1821.0,1.71,59308690.0,49.0,1213090.0,28.0,67.0
Egypt,3032.0,188.0,224.0,19.0,701.0,2107.0,,30.0,2.0,55000.0,537.0,7.39,102334404.0,103.0,995450.0,25.0,43.0
Argentina,2758.0,89.0,129.0,6.0,685.0,1944.0,127.0,61.0,3.0,30942.0,685.0,4.68,45195774.0,17.0,2736690.0,32.0,93.0
Thailand,2733.0,33.0,47.0,,1787.0,899.0,61.0,39.0,0.7,100498.0,1440.0,1.72,69799978.0,137.0,510890.0,40.0,51.0
Morocco,2685.0,121.0,137.0,2.0,314.0,2234.0,1.0,73.0,4.0,13689.0,371.0,5.1,36910560.0,83.0,446300.0,30.0,64.0
Algeria,2534.0,116.0,367.0,3.0,894.0,1273.0,60.0,58.0,8.0,3359.0,77.0,14.48,43851044.0,18.0,2381740.0,29.0,73.0
Moldova,2378.0,114.0,57.0,1.0,391.0,1930.0,80.0,589.0,14.0,9848.0,2441.0,2.4,4033963.0,123.0,32850.0,38.0,43.0
Greece,2235.0,11.0,110.0,2.0,269.0,1856.0,67.0,214.0,11.0,53290.0,5113.0,4.92,10423054.0,81.0,128900.0,46.0,85.0
Bangladesh,2144.0,306.0,84.0,9.0,66.0,1994.0,1.0,13.0,0.5,21307.0,129.0,3.92,164689383.0,1265.0,130170.0,28.0,39.0
Hungary,1834.0,71.0,172.0,16.0,231.0,1431.0,60.0,190.0,18.0,43901.0,4544.0,9.38,9660351.0,107.0,90530.0,43.0,72.0
Croatia,1832.0,18.0,39.0,3.0,615.0,1178.0,27.0,446.0,9.0,21647.0,5273.0,2.13,4105267.0,73.0,55960.0,44.0,58.0
Bahrain,1773.0,33.0,7.0,,755.0,1011.0,3.0,1042.0,4.0,82568.0,48524.0,0.39,1701575.0,2239.0,760.0,32.0,89.0
Iceland,1760.0,6.0,9.0,,1291.0,460.0,3.0,5158.0,26.0,41091.0,120416.0,0.51,341243.0,3.0,100250.0,37.0,94.0
Kuwait,1751.0,93.0,6.0,1.0,280.0,1465.0,34.0,410.0,1.0,,,0.34,4270571.0,240.0,17820.0,37.0,
Kazakhstan,1615.0,69.0,17.0,,377.0,1221.0,22.0,86.0,0.9,100878.0,5373.0,1.05,18776707.0,7.0,2699700.0,31.0,58.0
Iraq,1513.0,31.0,82.0,1.0,953.0,478.0,,38.0,2.0,53955.0,1341.0,5.42,40222493.0,93.0,434320.0,21.0,73.0
Estonia,1512.0,53.0,38.0,,162.0,1312.0,11.0,1140.0,29.0,39605.0,29856.0,2.51,1326535.0,31.0,42390.0,42.0,68.0
Uzbekistan,1490.0,85.0,5.0,1.0,194.0,1291.0,8.0,45.0,0.1,136000.0,4063.0,0.34,33469203.0,79.0,425400.0,28.0,50.0
New Zealand,1422.0,13.0,11.0,,867.0,544.0,3.0,295.0,2.0,79078.0,16399.0,0.77,4822233.0,18.0,263310.0,38.0,87.0
Azerbaijan,1373.0,33.0,18.0,3.0,590.0,765.0,21.0,135.0,2.0,86607.0,8542.0,1.31,10139177.0,123.0,82658.0,32.0,56.0
Slovenia,1317.0,13.0,70.0,4.0,190.0,1057.0,27.0,633.0,34.0,40580.0,19520.0,5.32,2078938.0,103.0,20140.0,45.0,55.0
Bosnia and Herzegovina,1268.0,54.0,47.0,1.0,338.0,883.0,4.0,386.0,14.0,16868.0,5141.0,3.71,3280819.0,64.0,51000.0,43.0,52.0
Armenia,1248.0,47.0,20.0,1.0,523.0,705.0,30.0,421.0,7.0,11796.0,3981.0,1.6,2963243.0,104.0,28470.0,35.0,63.0
Lithuania,1239.0,90.0,33.0,,228.0,978.0,14.0,455.0,12.0,58816.0,21605.0,2.66,2722289.0,43.0,62674.0,45.0,71.0
Oman,1180.0,111.0,6.0,,176.0,998.0,3.0,231.0,1.0,,,0.51,5106626.0,16.0,309500.0,31.0,87.0
North Macedonia,1170.0,53.0,49.0,,164.0,957.0,15.0,562.0,24.0,11556.0,5547.0,4.19,2083374.0,83.0,25220.0,39.0,59.0
Slovakia,1089.0,40.0,11.0,2.0,213.0,865.0,10.0,199.0,2.0,40953.0,7501.0,1.01,5459642.0,114.0,48088.0,41.0,54.0
Hong Kong,1024.0,2.0,4.0,,568.0,452.0,9.0,137.0,0.5,131786.0,17579.0,0.39,7496981.0,7140.0,1050.0,45.0,
Cameroon,1017.0,21.0,22.0,,177.0,818.0,,38.0,0.8,,,2.16,26545863.0,56.0,472710.0,19.0,56.0
Cuba,986.0,63.0,32.0,1.0,227.0,727.0,15.0,87.0,3.0,25309.0,2234.0,3.25,11326616.0,106.0,106440.0,42.0,78.0
Afghanistan,933.0,27.0,30.0,,112.0,791.0,,24.0,0.8,,,3.22,38928346.0,60.0,652860.0,18.0,25.0
Bulgaria,878.0,32.0,41.0,,153.0,684.0,35.0,126.0,6.0,26417.0,3802.0,4.67,6948445.0,64.0,108560.0,45.0,76.0
Tunisia,864.0,,37.0,,43.0,784.0,33.0,73.0,3.0,14640.0,1239.0,4.28,11818619.0,76.0,155360.0,33.0,70.0
Ghana,834.0,193.0,9.0,1.0,99.0,726.0,4.0,27.0,0.3,60916.0,1960.0,1.08,31072940.0,137.0,227540.0,22.0,57.0
Ivory Coast,801.0,113.0,8.0,2.0,239.0,554.0,,30.0,0.3,,,1.0,26378274.0,83.0,318000.0,19.0,51.0
Cyprus,761.0,11.0,12.0,,79.0,670.0,8.0,630.0,10.0,32284.0,26739.0,1.58,1207359.0,131.0,9240.0,37.0,67.0
Djibouti,732.0,,2.0,,76.0,654.0,,741.0,2.0,7486.0,7577.0,0.27,988000.0,43.0,23180.0,27.0,79.0
Latvia,712.0,30.0,5.0,,88.0,619.0,5.0,377.0,3.0,34697.0,18395.0,0.7,1886198.0,30.0,62200.0,44.0,69.0
Andorra,704.0,8.0,35.0,,205.0,464.0,17.0,9111.0,453.0,1673.0,21653.0,4.97,77265.0,164.0,470.0,,88.0
Lebanon,672.0,4.0,21.0,,99.0,552.0,30.0,98.0,3.0,20225.0,2963.0,3.12,6825445.0,667.0,10230.0,30.0,78.0
Costa Rica,655.0,6.0,4.0,,97.0,554.0,10.0,129.0,0.8,10138.0,1990.0,0.61,5094118.0,100.0,51060.0,33.0,80.0
Niger,627.0,,18.0,,110.0,499.0,,26.0,0.7,4688.0,194.0,2.87,24206644.0,19.0,1266700.0,15.0,17.0
Burkina Faso,565.0,8.0,36.0,1.0,321.0,208.0,,27.0,2.0,,,6.37,20903273.0,76.0,273600.0,18.0,31.0
Albania,548.0,9.0,26.0,,302.0,220.0,5.0,190.0,9.0,5311.0,1846.0,4.74,2877797.0,105.0,27400.0,36.0,63.0
Guinea,518.0,41.0,3.0,,65.0,450.0,,39.0,0.2,,,0.58,13132795.0,53.0,245720.0,18.0,39.0
Uruguay,508.0,6.0,9.0,,294.0,205.0,12.0,146.0,3.0,11749.0,3382.0,1.77,3473730.0,20.0,175020.0,36.0,96.0
Kyrgyzstan,506.0,17.0,5.0,,130.0,371.0,5.0,78.0,0.8,26147.0,4008.0,0.99,6524195.0,34.0,191800.0,26.0,36.0
Nigeria,493.0,,17.0,,159.0,317.0,2.0,2.0,0.08,7153.0,35.0,3.45,206139589.0,226.0,910770.0,18.0,52.0
Bolivia,493.0,28.0,31.0,,31.0,431.0,3.0,42.0,3.0,3569.0,306.0,6.29,11673021.0,11.0,1083300.0,26.0,69.0
Channel Islands,484.0,14.0,21.0,1.0,73.0,390.0,,2784.0,121.0,3320.0,19095.0,4.34,173863.0,915.0,190.0,43.0,30.0
Honduras,457.0,15.0,46.0,5.0,10.0,401.0,10.0,46.0,5.0,2396.0,242.0,10.07,9904607.0,89.0,111890.0,24.0,57.0
San Marino,455.0,20.0,39.0,,60.0,356.0,15.0,13410.0,1149.0,1605.0,47302.0,8.57,33931.0,566.0,60.0,,97.0
Malta,426.0,4.0,3.0,,99.0,324.0,4.0,965.0,7.0,23253.0,52663.0,0.7,441543.0,1380.0,320.0,43.0,93.0
Palestine,418.0,16.0,2.0,,69.0,347.0,,82.0,0.4,17329.0,3397.0,0.48,5101414.0,847.0,6020.0,21.0,80.0
Jordan,413.0,6.0,7.0,,269.0,137.0,5.0,40.0,0.7,20500.0,2009.0,1.69,10203134.0,115.0,88780.0,24.0,91.0
Réunion,407.0,5.0,,,237.0,170.0,4.0,455.0,,,,,895312.0,358.0,2500.0,36.0,100.0
Taiwan,398.0,3.0,6.0,,178.0,214.0,,17.0,0.3,52445.0,2202.0,1.51,23816775.0,673.0,35410.0,42.0,79.0
Georgia,388.0,18.0,4.0,1.0,86.0,298.0,6.0,97.0,1.0,5027.0,1260.0,1.03,3989167.0,57.0,69490.0,38.0,58.0
Senegal,350.0,8.0,3.0,1.0,211.0,136.0,1.0,21.0,0.2,,,0.86,16743927.0,87.0,192530.0,19.0,49.0
Mauritius,325.0,1.0,9.0,,180.0,136.0,3.0,256.0,7.0,9755.0,7670.0,2.77,1271768.0,626.0,2030.0,37.0,41.0
Montenegro,307.0,4.0,5.0,,55.0,247.0,7.0,489.0,8.0,3874.0,6168.0,1.63,628066.0,47.0,13450.0,39.0,68.0
DRC,307.0,20.0,25.0,2.0,26.0,256.0,,3.0,0.3,,,8.14,89561403.0,40.0,2267050.0,17.0,46.0
Isle of Man,297.0,6.0,6.0,2.0,180.0,111.0,11.0,3493.0,71.0,2414.0,28389.0,2.02,85033.0,149.0,570.0,,53.0
Vietnam,268.0,,,,201.0,67.0,8.0,3.0,,206253.0,2119.0,,97338579.0,314.0,310070.0,32.0,38.0
Kenya,262.0,16.0,12.0,1.0,60.0,190.0,2.0,5.0,0.2,10784.0,201.0,4.58,53771296.0,94.0,569140.0,20.0,28.0
Mayotte,254.0,9.0,4.0,,117.0,133.0,6.0,931.0,15.0,1800.0,6598.0,1.57,272815.0,728.0,375.0,20.0,46.0
Sri Lanka,254.0,10.0,7.0,,86.0,161.0,1.0,12.0,0.3,4768.0,223.0,2.76,21413249.0,341.0,62710.0,34.0,18.0
Guatemala,235.0,21.0,7.0,,21.0,207.0,3.0,13.0,0.4,7200.0,402.0,2.98,17915568.0,167.0,107160.0,23.0,52.0
Venezuela,227.0,23.0,9.0,,113.0,105.0,4.0,8.0,0.3,299714.0,10540.0,3.96,28435940.0,32.0,882050.0,30.0,
Mali,216.0,45.0,13.0,,41.0,162.0,,11.0,0.6,,,6.02,20250833.0,17.0,1220190.0,16.0,44.0
Paraguay,202.0,3.0,8.0,,35.0,159.0,1.0,28.0,1.0,4950.0,694.0,3.96,7132538.0,18.0,397300.0,26.0,62.0
El Salvador,190.0,13.0,7.0,,43.0,140.0,1.0,29.0,1.0,10191.0,1571.0,3.68,6486205.0,313.0,20720.0,28.0,73.0
Faeroe Islands,184.0,,,,173.0,11.0,,3766.0,,5981.0,122403.0,,48863.0,35.0,1396.0,,43.0
Jamaica,163.0,20.0,5.0,,25.0,133.0,,55.0,2.0,1516.0,512.0,3.07,2961167.0,273.0,10830.0,31.0,55.0
Martinique,158.0,,8.0,,73.0,77.0,17.0,421.0,21.0,,,5.06,375265.0,354.0,1060.0,47.0,92.0
Tanzania,147.0,,5.0,,11.0,131.0,4.0,2.0,0.08,,,3.4,59734218.0,67.0,885800.0,18.0,37.0
Guadeloupe,145.0,,8.0,,67.0,70.0,13.0,362.0,20.0,,,5.52,400124.0,237.0,1690.0,44.0,
Rwanda,144.0,1.0,,,69.0,75.0,,11.0,,6237.0,482.0,,12952218.0,525.0,24670.0,20.0,18.0
Congo,143.0,,6.0,,11.0,126.0,,26.0,1.0,,,4.2,5518087.0,16.0,341500.0,19.0,70.0
Brunei,137.0,1.0,1.0,,113.0,23.0,2.0,313.0,2.0,11254.0,25725.0,0.73,437479.0,83.0,5270.0,32.0,80.0
Somalia,135.0,19.0,7.0,1.0,2.0,126.0,2.0,8.0,0.4,,,5.19,15893222.0,25.0,627340.0,17.0,47.0
Gibraltar,132.0,,,,111.0,21.0,1.0,3918.0,,1859.0,55178.0,,33691.0,3369.0,10.0,,
Cambodia,122.0,,,,103.0,19.0,1.0,7.0,,5768.0,345.0,,16718965.0,95.0,176520.0,26.0,24.0
Madagascar,120.0,3.0,,,35.0,85.0,1.0,4.0,,2357.0,85.0,,27691018.0,48.0,581795.0,20.0,39.0
Trinidad and Tobago,114.0,,8.0,,21.0,85.0,,81.0,6.0,1320.0,943.0,7.02,1399488.0,273.0,5130.0,36.0,52.0
Gabon,108.0,,1.0,,7.0,100.0,,49.0,0.4,572.0,257.0,0.93,2225734.0,9.0,257670.0,23.0,87.0
Ethiopia,105.0,9.0,3.0,,16.0,86.0,1.0,0.9,0.03,6890.0,60.0,2.86,114963588.0,115.0,1000000.0,19.0,21.0
Myanmar,98.0,10.0,5.0,1.0,5.0,88.0,,2.0,0.09,4065.0,75.0,5.1,54409800.0,83.0,653290.0,29.0,31.0
French Guiana,96.0,,,,64.0,32.0,2.0,321.0,,,,,298682.0,4.0,82200.0,25.0,87.0
Aruba,96.0,,2.0,,44.0,50.0,1.0,899.0,19.0,1358.0,12719.0,2.08,106766.0,593.0,180.0,41.0,44.0
Monaco,94.0,,3.0,,22.0,69.0,3.0,2395.0,76.0,,,3.19,39242.0,26337.0,1.0,,
Togo,84.0,1.0,5.0,,49.0,30.0,,10.0,0.6,4191.0,506.0,5.95,8278724.0,152.0,54390.0,19.0,43.0
Bermuda,83.0,,5.0,,35.0,43.0,9.0,1333.0,80.0,552.0,8863.0,6.02,62278.0,1246.0,50.0,,97.0
Liechtenstein,79.0,,1.0,,55.0,23.0,,2072.0,26.0,900.0,23605.0,1.27,38128.0,238.0,160.0,,15.0
Equatorial Guinea,79.0,,,,4.0,75.0,,56.0,,854.0,609.0,,1402985.0,50.0,28050.0,22.0,73.0
Liberia,76.0,,7.0,,7.0,62.0,,15.0,1.0,,,9.21,5057681.0,53.0,96320.0,19.0,53.0
Barbados,75.0,,5.0,,17.0,53.0,4.0,261.0,17.0,1000.0,3480.0,6.67,287375.0,668.0,430.0,40.0,31.0
Sudan,66.0,33.0,10.0,4.0,6.0,50.0,,2.0,0.2,,,15.15,43849260.0,25.0,1765048.0,20.0,35.0
Sint Maarten,64.0,7.0,9.0,,12.0,43.0,6.0,1493.0,210.0,163.0,3802.0,14.06,42876.0,1261.0,34.0,,96.0
Guyana,63.0,,6.0,,9.0,48.0,4.0,80.0,8.0,283.0,360.0,9.52,786552.0,4.0,196850.0,27.0,27.0
Cayman Islands,61.0,,1.0,,7.0,53.0,3.0,928.0,15.0,702.0,10681.0,1.64,65722.0,274.0,240.0,,97.0
Cabo Verde,58.0,2.0,1.0,,1.0,56.0,,104.0,2.0,,,1.72,555987.0,138.0,4030.0,28.0,68.0
Zambia,57.0,5.0,2.0,,33.0,22.0,1.0,3.0,0.1,2191.0,119.0,3.51,18383955.0,25.0,743390.0,18.0,45.0
French Polynesia,55.0,,,,2.0,53.0,1.0,196.0,,1302.0,4635.0,,280908.0,77.0,3660.0,34.0,64.0
Uganda,55.0,,,,22.0,33.0,,1.0,,11101.0,243.0,,45741007.0,229.0,199810.0,17.0,26.0
Bahamas,54.0,,9.0,,9.0,36.0,1.0,137.0,23.0,,,16.67,393244.0,39.0,10010.0,32.0,86.0
Libya,49.0,,1.0,,11.0,37.0,,7.0,0.1,707.0,103.0,2.04,6871292.0,4.0,1759540.0,29.0,78.0
Guinea-Bissau,46.0,3.0,,,,46.0,,23.0,,1500.0,762.0,,1968001.0,70.0,28120.0,19.0,45.0
Macao,45.0,,,,16.0,29.0,1.0,69.0,,,,,649335.0,21645.0,30.0,39.0,
Haiti,44.0,1.0,3.0,,,41.0,,4.0,0.3,498.0,44.0,6.82,11402528.0,414.0,27560.0,24.0,57.0
Eritrea,39.0,4.0,,,3.0,36.0,,11.0,,,,,3546421.0,35.0,101000.0,19.0,63.0
Syria,38.0,,2.0,,5.0,31.0,,2.0,0.1,,,5.26,17500658.0,95.0,183630.0,26.0,60.0
Saint Martin,37.0,2.0,2.0,,19.0,16.0,5.0,957.0,52.0,,,5.41,38666.0,730.0,53.0,,0.0
Maldives,35.0,6.0,,,16.0,19.0,,65.0,,3714.0,6871.0,,540544.0,1802.0,300.0,30.0,35.0
Benin,35.0,,1.0,,18.0,16.0,,3.0,0.08,,,2.86,12123200.0,108.0,112760.0,19.0,48.0
Mozambique,34.0,,,,2.0,32.0,,1.0,,898.0,29.0,,31255435.0,40.0,786380.0,18.0,38.0
Chad,33.0,6.0,,,8.0,25.0,,2.0,,,,,16425864.0,13.0,1259200.0,17.0,23.0
Nepal,31.0,1.0,,,2.0,29.0,,1.0,,15800.0,542.0,,29136808.0,203.0,143350.0,25.0,21.0
Mongolia,31.0,,,,5.0,26.0,,9.0,,1450.0,442.0,,3278290.0,2.0,1553560.0,28.0,67.0
Sierra Leone,30.0,4.0,,,,30.0,,4.0,,,,,7976983.0,111.0,72180.0,19.0,43.0
Zimbabwe,24.0,,3.0,,2.0,19.0,,2.0,0.2,2493.0,168.0,12.5,14862924.0,38.0,386850.0,19.0,38.0
Angola,24.0,5.0,2.0,,6.0,16.0,,0.7,0.06,,,8.33,32866272.0,26.0,1246700.0,17.0,67.0
Antigua and Barbuda,23.0,,3.0,,3.0,17.0,1.0,235.0,31.0,73.0,745.0,13.04,97929.0,223.0,440.0,34.0,26.0
Eswatini,22.0,6.0,1.0,,8.0,13.0,,19.0,0.9,714.0,615.0,4.55,1160164.0,67.0,17200.0,21.0,30.0
Laos,19.0,,,,2.0,17.0,,3.0,,1318.0,181.0,,7275560.0,32.0,230800.0,24.0,36.0
New Caledonia,18.0,,,,14.0,4.0,1.0,63.0,,3316.0,11615.0,,285498.0,16.0,18280.0,34.0,72.0
Timor-Leste,18.0,,,,1.0,17.0,,14.0,,,,,1318445.0,89.0,14870.0,21.0,33.0
Belize,18.0,,2.0,,,16.0,1.0,45.0,5.0,651.0,1637.0,11.11,397628.0,17.0,22810.0,25.0,46.0
Malawi,17.0,,2.0,,3.0,12.0,1.0,0.9,0.1,417.0,22.0,11.76,19129952.0,203.0,94280.0,18.0,18.0
Fiji,17.0,,,,,17.0,,19.0,,,,,896445.0,49.0,18270.0,28.0,59.0
Dominica,16.0,,,,8.0,8.0,,222.0,,345.0,4793.0,,71986.0,96.0,750.0,,74.0
Namibia,16.0,,,,6.0,10.0,,6.0,,499.0,196.0,,2540905.0,3.0,823290.0,22.0,55.0
Botswana,15.0,,1.0,,,14.0,,6.0,0.4,3602.0,1532.0,6.67,2351627.0,4.0,566730.0,24.0,73.0
Saint Lucia,15.0,,,,11.0,4.0,,82.0,,344.0,1873.0,,183627.0,301.0,610.0,34.0,19.0
Curaçao,14.0,,1.0,,11.0,2.0,,85.0,6.0,286.0,1743.0,7.14,164093.0,370.0,444.0,42.0,89.0
Grenada,14.0,,,,6.0,8.0,4.0,124.0,,92.0,818.0,,112523.0,331.0,340.0,32.0,35.0
St. Vincent Grenadines,12.0,,,,1.0,11.0,,108.0,,87.0,784.0,,110940.0,284.0,390.0,33.0,53.0
Seychelles,11.0,,,,5.0,6.0,,112.0,,,,,98347.0,214.0,460.0,34.0,56.0
Falkland Islands,11.0,,,,3.0,8.0,,3161.0,,319.0,91667.0,,3480.0,0.0,12170.0,,66.0
